"Transaction unique identifier","Price","Date of Transfer","Property Type","Old/New","Duration","Town/City","District","County","PPDCategory Type","Record Status - monthly file only"
"{4C4EE000-28A7-1854-E050-A8C063054F34}","115000","2017-02-28 00:00","T","N","F","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-28A8-1854-E050-A8C063054F34}","315000","2017-02-16 00:00","D","N","F","TODMORDEN","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-28A9-1854-E050-A8C063054F34}","107000","2017-01-30 00:00","S","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-28AA-1854-E050-A8C063054F34}","232950","2017-02-24 00:00","D","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-28AB-1854-E050-A8C063054F34}","84000","2017-03-17 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28AC-1854-E050-A8C063054F34}","73000","2017-02-10 00:00","T","N","F","PONTEFRACT","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-28AD-1854-E050-A8C063054F34}","77000","2017-03-28 00:00","T","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-28AE-1854-E050-A8C063054F34}","92000","2017-03-03 00:00","T","N","F","WAKEFIELD","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28AF-1854-E050-A8C063054F34}","225000","2017-03-21 00:00","D","N","F","DEWSBURY","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-28B0-1854-E050-A8C063054F34}","148000","2017-03-15 00:00","S","N","F","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-28B1-1854-E050-A8C063054F34}","120000","2017-03-13 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28B2-1854-E050-A8C063054F34}","175000","2017-03-07 00:00","S","N","F","OSSETT","WAKEFIELD","WEST YORKSHIRE","B","A"
"{4C4EE000-28B4-1854-E050-A8C063054F34}","105000","2017-03-10 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28B5-1854-E050-A8C063054F34}","157000","2017-03-01 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28B6-1854-E050-A8C063054F34}","80000","2017-01-27 00:00","T","N","F","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-28B7-1854-E050-A8C063054F34}","181000","2017-03-03 00:00","S","N","L","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2CFC-1854-E050-A8C063054F34}","200000","2017-03-03 00:00","F","N","L","ILKLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2CFD-1854-E050-A8C063054F34}","205000","2017-02-13 00:00","F","N","L","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2CFE-1854-E050-A8C063054F34}","82500","2017-02-27 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2CFF-1854-E050-A8C063054F34}","91500","2017-03-10 00:00","T","N","F","SOWERBY BRIDGE","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2D00-1854-E050-A8C063054F34}","130000","2017-03-30 00:00","T","N","F","TODMORDEN","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2D02-1854-E050-A8C063054F34}","360000","2017-03-17 00:00","D","N","F","HOLMFIRTH","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2D03-1854-E050-A8C063054F34}","200000","2017-03-24 00:00","T","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2D07-1854-E050-A8C063054F34}","58000","2017-02-27 00:00","T","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2D08-1854-E050-A8C063054F34}","94995","2017-02-28 00:00","F","N","L","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2D09-1854-E050-A8C063054F34}","148000","2017-02-13 00:00","T","N","F","PUDSEY","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2D0A-1854-E050-A8C063054F34}","194000","2017-03-08 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2D0B-1854-E050-A8C063054F34}","165000","2017-03-03 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2D0C-1854-E050-A8C063054F34}","320000","2017-03-02 00:00","S","N","L","BINGLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2D0D-1854-E050-A8C063054F34}","265000","2017-03-10 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2D0E-1854-E050-A8C063054F34}","370000","2017-02-24 00:00","S","N","F","PUDSEY","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2D0F-1854-E050-A8C063054F34}","165000","2017-03-23 00:00","T","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2D10-1854-E050-A8C063054F34}","145000","2017-01-06 00:00","F","N","L","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2D13-1854-E050-A8C063054F34}","325000","2017-03-09 00:00","D","N","F","WETHERBY","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2D14-1854-E050-A8C063054F34}","250000","2017-03-03 00:00","D","N","F","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2D15-1854-E050-A8C063054F34}","178000","2017-02-17 00:00","S","N","F","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2D17-1854-E050-A8C063054F34}","132000","2017-02-10 00:00","T","N","F","HECKMONDWIKE","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2D18-1854-E050-A8C063054F34}","175000","2017-03-09 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2D19-1854-E050-A8C063054F34}","128000","2017-03-03 00:00","S","N","F","SHIPLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2D1A-1854-E050-A8C063054F34}","240000","2017-03-17 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2D1B-1854-E050-A8C063054F34}","119000","2017-03-15 00:00","T","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2D1C-1854-E050-A8C063054F34}","155000","2017-02-27 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2D1F-1854-E050-A8C063054F34}","130000","2017-03-02 00:00","S","N","F","KEIGHLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2D21-1854-E050-A8C063054F34}","157500","2017-03-17 00:00","F","N","L","SHIPLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2D24-1854-E050-A8C063054F34}","95000","2017-02-24 00:00","F","N","L","CLECKHEATON","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2D25-1854-E050-A8C063054F34}","117000","2017-03-17 00:00","T","N","F","KEIGHLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2D26-1854-E050-A8C063054F34}","138950","2017-02-10 00:00","S","N","F","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2AA1-1854-E050-A8C063054F34}","110500","2017-03-02 00:00","T","N","F","BRADFORD","LEEDS","WEST YORKSHIRE","B","A"
"{4C4EE000-2AA2-1854-E050-A8C063054F34}","345000","2017-03-10 00:00","T","N","F","TODMORDEN","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2AA3-1854-E050-A8C063054F34}","148995","2017-01-27 00:00","T","N","F","CLECKHEATON","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2AA4-1854-E050-A8C063054F34}","178000","2017-03-03 00:00","D","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2AA5-1854-E050-A8C063054F34}","135000","2017-02-07 00:00","S","N","F","CLECKHEATON","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2AA6-1854-E050-A8C063054F34}","400000","2017-03-02 00:00","D","N","F","MIRFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2AA7-1854-E050-A8C063054F34}","290000","2017-03-10 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2AA9-1854-E050-A8C063054F34}","335000","2017-01-30 00:00","D","N","F","HOLMFIRTH","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2AAA-1854-E050-A8C063054F34}","85000","2017-03-03 00:00","T","N","F","DEWSBURY","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2AAB-1854-E050-A8C063054F34}","335000","2017-02-22 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2AAC-1854-E050-A8C063054F34}","103500","2017-03-20 00:00","S","N","F","DEWSBURY","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2AAD-1854-E050-A8C063054F34}","150000","2017-03-20 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2AAE-1854-E050-A8C063054F34}","81500","2017-03-06 00:00","F","N","L","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2AAF-1854-E050-A8C063054F34}","87500","2017-03-13 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2AB0-1854-E050-A8C063054F34}","107000","2017-03-10 00:00","S","N","F","PUDSEY","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2AB1-1854-E050-A8C063054F34}","125000","2017-01-27 00:00","S","N","F","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2AB2-1854-E050-A8C063054F34}","79000","2017-02-10 00:00","S","N","F","KEIGHLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2AB3-1854-E050-A8C063054F34}","129950","2017-03-06 00:00","D","N","F","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2AB4-1854-E050-A8C063054F34}","75000","2017-02-24 00:00","T","N","F","KEIGHLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2AB5-1854-E050-A8C063054F34}","70000","2017-02-10 00:00","T","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2AB8-1854-E050-A8C063054F34}","332000","2017-02-27 00:00","D","N","F","BINGLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2AB9-1854-E050-A8C063054F34}","210000","2017-03-10 00:00","D","N","F","CASTLEFORD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2ABA-1854-E050-A8C063054F34}","415000","2017-02-24 00:00","T","N","F","ILKLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2ABB-1854-E050-A8C063054F34}","95000","2017-03-10 00:00","T","N","F","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2ABC-1854-E050-A8C063054F34}","160000","2017-03-07 00:00","S","N","F","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2ABE-1854-E050-A8C063054F34}","270000","2017-03-27 00:00","D","N","F","KEIGHLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2ABF-1854-E050-A8C063054F34}","243000","2017-03-16 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2AC0-1854-E050-A8C063054F34}","201000","2017-02-03 00:00","D","N","F","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2AC1-1854-E050-A8C063054F34}","185500","2017-03-03 00:00","F","N","L","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2AC2-1854-E050-A8C063054F34}","185000","2017-02-22 00:00","D","N","F","CASTLEFORD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2AC3-1854-E050-A8C063054F34}","58000","2017-03-21 00:00","S","N","F","BATLEY","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2AC4-1854-E050-A8C063054F34}","110000","2017-02-24 00:00","T","N","F","KEIGHLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-268D-1854-E050-A8C063054F34}","79000","2017-02-06 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-268F-1854-E050-A8C063054F34}","60000","2017-03-03 00:00","T","N","F","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2690-1854-E050-A8C063054F34}","100000","2017-02-27 00:00","F","N","L","ILKLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2691-1854-E050-A8C063054F34}","86000","2017-01-27 00:00","T","N","F","CASTLEFORD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2692-1854-E050-A8C063054F34}","57250","2017-03-06 00:00","S","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2693-1854-E050-A8C063054F34}","150000","2017-03-15 00:00","D","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2694-1854-E050-A8C063054F34}","134750","2017-03-15 00:00","T","N","F","KEIGHLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2695-1854-E050-A8C063054F34}","115000","2017-02-20 00:00","S","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2696-1854-E050-A8C063054F34}","142500","2017-03-17 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2697-1854-E050-A8C063054F34}","70000","2017-02-24 00:00","T","N","F","CASTLEFORD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2698-1854-E050-A8C063054F34}","108000","2017-03-17 00:00","T","N","L","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2699-1854-E050-A8C063054F34}","206000","2017-02-28 00:00","D","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-269A-1854-E050-A8C063054F34}","96000","2017-03-10 00:00","T","N","L","TODMORDEN","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-269B-1854-E050-A8C063054F34}","156500","2017-03-03 00:00","S","N","F","KEIGHLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-269C-1854-E050-A8C063054F34}","68000","2017-03-09 00:00","T","N","F","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-269D-1854-E050-A8C063054F34}","140000","2017-03-03 00:00","D","N","F","KEIGHLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-269E-1854-E050-A8C063054F34}","164000","2017-02-17 00:00","S","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-269F-1854-E050-A8C063054F34}","180000","2017-03-10 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-26A0-1854-E050-A8C063054F34}","310000","2017-02-28 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-26A1-1854-E050-A8C063054F34}","215000","2017-02-22 00:00","T","N","F","ILKLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-26A2-1854-E050-A8C063054F34}","89950","2017-02-02 00:00","T","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","B","A"
"{4C4EE000-26A3-1854-E050-A8C063054F34}","190000","2017-02-24 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-26A4-1854-E050-A8C063054F34}","84950","2017-01-04 00:00","T","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-26A5-1854-E050-A8C063054F34}","34000","2017-03-10 00:00","T","N","F","DEWSBURY","KIRKLEES","WEST YORKSHIRE","B","A"
"{4C4EE000-26A6-1854-E050-A8C063054F34}","44000","2017-03-03 00:00","T","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-26A7-1854-E050-A8C063054F34}","255000","2017-02-24 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-26A8-1854-E050-A8C063054F34}","310000","2017-02-10 00:00","D","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-26A9-1854-E050-A8C063054F34}","120000","2017-02-28 00:00","D","N","F","LIVERSEDGE","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-26AB-1854-E050-A8C063054F34}","123000","2017-02-08 00:00","T","N","F","HOLMFIRTH","KIRKLEES","WEST YORKSHIRE","B","A"
"{4C4EE000-26AC-1854-E050-A8C063054F34}","105000","2017-03-07 00:00","S","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-26AD-1854-E050-A8C063054F34}","160000","2017-03-24 00:00","S","N","F","HECKMONDWIKE","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-26AE-1854-E050-A8C063054F34}","77500","2017-03-14 00:00","T","N","L","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-26AF-1854-E050-A8C063054F34}","180000","2017-02-27 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28B8-1854-E050-A8C063054F34}","81500","2017-03-13 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28B9-1854-E050-A8C063054F34}","95000","2017-02-17 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28BA-1854-E050-A8C063054F34}","120000","2017-03-15 00:00","T","N","F","HOLMFIRTH","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-28BB-1854-E050-A8C063054F34}","175000","2017-02-13 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28BC-1854-E050-A8C063054F34}","226055","2017-03-03 00:00","S","N","F","PUDSEY","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28BD-1854-E050-A8C063054F34}","150000","2017-03-03 00:00","S","N","L","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-28BE-1854-E050-A8C063054F34}","50000","2017-03-03 00:00","T","N","F","ELLAND","CALDERDALE","WEST YORKSHIRE","B","A"
"{4C4EE000-28BF-1854-E050-A8C063054F34}","130000","2017-01-26 00:00","D","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-28C1-1854-E050-A8C063054F34}","128000","2017-03-10 00:00","T","N","F","HOLMFIRTH","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-28C2-1854-E050-A8C063054F34}","183000","2017-02-10 00:00","F","N","L","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-28C3-1854-E050-A8C063054F34}","591000","2017-03-10 00:00","D","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28C4-1854-E050-A8C063054F34}","130000","2017-02-13 00:00","T","N","F","WAKEFIELD","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28C6-1854-E050-A8C063054F34}","600000","2017-02-24 00:00","D","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28C7-1854-E050-A8C063054F34}","243000","2017-02-24 00:00","D","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28C8-1854-E050-A8C063054F34}","285000","2017-02-09 00:00","D","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-28C9-1854-E050-A8C063054F34}","455000","2017-02-24 00:00","D","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28CA-1854-E050-A8C063054F34}","44000","2017-02-28 00:00","T","N","L","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-28CB-1854-E050-A8C063054F34}","165500","2017-01-27 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28CC-1854-E050-A8C063054F34}","92500","2017-03-08 00:00","T","N","F","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-28CD-1854-E050-A8C063054F34}","205000","2017-02-28 00:00","S","N","F","PUDSEY","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28CE-1854-E050-A8C063054F34}","152500","2017-01-13 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28CF-1854-E050-A8C063054F34}","255000","2017-03-10 00:00","T","N","F","MIRFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-28D0-1854-E050-A8C063054F34}","215000","2017-03-03 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28D1-1854-E050-A8C063054F34}","125000","2017-02-27 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28D2-1854-E050-A8C063054F34}","106000","2017-03-03 00:00","T","N","L","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-28D3-1854-E050-A8C063054F34}","139950","2017-02-24 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28D4-1854-E050-A8C063054F34}","145575","2017-03-24 00:00","D","N","F","PONTEFRACT","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-28D5-1854-E050-A8C063054F34}","128000","2017-01-24 00:00","S","N","F","BATLEY","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-28D6-1854-E050-A8C063054F34}","140000","2017-01-27 00:00","T","N","F","BINGLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-28D7-1854-E050-A8C063054F34}","185450","2017-03-03 00:00","T","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-28D8-1854-E050-A8C063054F34}","72000","2017-02-20 00:00","T","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-28D9-1854-E050-A8C063054F34}","255000","2017-02-21 00:00","S","N","F","LEEDS","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2D27-1854-E050-A8C063054F34}","182000","2017-02-17 00:00","F","N","L","WETHERBY","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2D29-1854-E050-A8C063054F34}","185000","2017-03-07 00:00","D","N","F","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{4C4EE000-2D2B-1854-E050-A8C063054F34}","50000","2017-03-23 00:00","T","N","F","BRADFORD","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2D2C-1854-E050-A8C063054F34}","132500","2017-02-24 00:00","T","N","F","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2D2E-1854-E050-A8C063054F34}","62000","2017-02-21 00:00","S","N","F","BATLEY","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2D2F-1854-E050-A8C063054F34}","213000","2017-03-03 00:00","T","N","F","PUDSEY","LEEDS","WEST YORKSHIRE","A","A"
"{4C4EE000-2D30-1854-E050-A8C063054F34}","332000","2017-01-27 00:00","D","N","F","MIRFIELD","KIRKLEES","WEST YORKSHIRE","A","A"
"{4C4EE000-2D31-1854-E050-A8C063054F34}","141000","2017-03-17 00:00","T","N","F","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE","A","A"
"{4C4EE000-2D32-1854-E050-A8C063054F34}","399500","2017-02-24 00:00","S","N","F","ILKLEY","BRADFORD","WEST YORKSHIRE","A","A"
"{4C4EE000-2D33-1854-E050-A8C063054F34}","363000","2017-03-27 00:00","D","N","F","HULL","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","A"
"{4C4EE000-2D34-1854-E050-A8C063054F34}","232500","2017-02-27 00:00","D","N","F","DRIFFIELD","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","A"
"{4C4EE000-2D35-1854-E050-A8C063054F34}","87000","2017-02-24 00:00","S","N","F","WITHERNSEA","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","A"
"{4C4EE000-2D37-1854-E050-A8C063054F34}","250000","2017-03-03 00:00","D","N","F","BROUGH","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","A"
"{4C4EE000-2D38-1854-E050-A8C063054F34}","300000","2017-02-24 00:00","D","N","F","SELBY","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","A"
"{4C4EE000-2D39-1854-E050-A8C063054F34}","190000","2017-03-13 00:00","T","N","F","GOOLE","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","A"
"{4C4EE000-2D3A-1854-E050-A8C063054F34}","280000","2017-03-17 00:00","D","N","F","HULL","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","A"
"{4C4EE000-2D3B-1854-E050-A8C063054F34}","270000","2017-02-24 00:00","D","N","F","HESSLE","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","A"
"{4C4EE000-2D3C-1854-E050-A8C063054F34}","220000","2017-02-22 00:00","D","N","F","HULL","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","A"
"{4C4EE000-2D3D-1854-E050-A8C063054F34}","125000","2017-03-03 00:00","S","N","F","HULL","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","A"
"{4C4EE000-2D3E-1854-E050-A8C063054F34}","158000","2017-02-24 00:00","D","N","F","BROUGH","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","A"
"{4C4EE000-2D3F-1854-E050-A8C063054F34}","535000","2017-03-10 00:00","D","N","F","YORK","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","A"
"{4C4EE000-2D40-1854-E050-A8C063054F34}","69000","2017-02-27 00:00","F","N","L","DRIFFIELD","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","A"
"{4C4EE000-2D41-1854-E050-A8C063054F34}","345000","2017-03-21 00:00","D","N","F","BROUGH","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","A"
"{4C4EE000-2D42-1854-E050-A8C063054F34}","166950","2017-03-10 00:00","D","N","F","BRIDLINGTON","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","A"
"{4C4EE000-2D43-1854-E050-A8C063054F34}","400000","2017-03-03 00:00","D","N","F","YORK","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","A"
"{4C4EE000-2D44-1854-E050-A8C063054F34}","132500","2017-02-28 00:00","S","N","F","BEVERLEY","EAST RIDING OF YORKSHIRE","EAST RIDING OF YORKSHIRE","A","A"
